Gene_acc,Gene_id,log_FDR,srank,desc2,BSF_rank2,Log_Intensity
2799,Tb927.3.3190,-0.004321374,-0.254664,"Serine/threonine-protein kinase NEK7, putative",679,7.072323438
2794,Tb927.6.3500,-0.004321374,-0.257639,"endosomal trafficking protein RME-8, putative",665,9.105169428
2791,Tb927.2.4330,-0.004321374,-0.258059,"paraflagellar rod protein 5, putative",1089.5,8.316662148
2789,Tb927.1.2100,-0.004321374,-0.259077,Calpain-like protein 1.1,485,6.859996427
2786,Tb927.11.11290,-0.004321374,-0.260134,"heat shock protein 70, putative",1623,7.872191248
2785,Tb927.6.3840,-0.004321374,-0.26061,reticulon domain protein,587,7.276622624
2784,Tb927.11.13970,-0.004321374,-0.260661,"Pab1p-dependent poly(A) ribonuclease subunit, putative",2484,8.270702122
2783,Tb927.4.1840,-0.004321374,-0.260976,Carboxypeptidase-like protein,3553,7.147954431
2782,Tb927.11.7860,-0.004321374,-0.26151,DNA replication licensing factor MCM2,4323,7.062544381
2780,Tb927.1.2120,-0.004321374,-0.263723,Calpain-like protein CALP1.3,1624,7.355068206
2779,Tb927.11.6420,-0.004321374,-0.263902,"hypothetical protein, conserved",1761,8.463459971
2777,Tb927.9.1790,-0.004321374,-0.2666,"hypothetical protein, conserved",5724,7.498765291
2775,Tb927.5.1330,-0.004321374,-0.26791,"hypothetical protein, conserved",5869,8.007747778
2773,Tb927.8.7530,-0.004321374,-0.269183,"3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative",3069,7.524681663
2769,Tb927.4.3740,-0.004321374,-0.270526,flagellar attachment zone protein 1,385,8.893295602
2763,Tb927.10.1510,-0.004321374,-0.273778,CCR4-NOT transcription complex subunit 1,353,9.627478513
2762,Tb927.9.11110,-0.003934206,-0.275419,U5 snRNA-associated splicing factor,1718,8.196093244
2761,Tb927.5.3410,-0.003744799,-0.277057,Mitochondrial ribosomal protein L9,4992,7.794174237
2760,Tb927.8.1200,-0.003744799,-0.277222,vacuolar-type Ca2+-ATPase 2,3351,8.177969136
2758,Tb927.3.1180,-0.003744799,-0.278108,"hypothetical protein, conserved",6041,8.527449444
2757,Tb927.11.9490,-0.003744799,-0.279037,"CobW/HypB/UreG, nucleotide-binding domain containing protein, putative",6223,7.435987621
2756,Tb927.9.2650,-0.003744799,-0.279063,Present in the outer mitochondrial membrane proteome 2,2552,7.963131169
2754,Tb927.11.2320,-0.003744799,-0.279476,"Hereditary spastic paraplegia protein strumpellin, putative",2670,7.40220978
2753,Tb927.4.3070,-0.003744799,-0.279533,"hypothetical protein, conserved",6357,7.229630656
2752,Tb927.7.3510,-0.003236433,-0.281325,"LSU ribosomal protein, mitochondrial, putative",6191,7.944665235
2750,Tb927.9.11050,-0.003197635,-0.282229,"4E-interacting protein, putative",1038,8.320582439
2749,Tb927.11.16110,-0.003197635,-0.282854,"integrin alpha chain protein, putative",2147,7.548106758
2746,Tb927.11.11530,-0.003141588,-0.284114,"histone acetyltransferase, putative",5216,6.744089482
2745,Tb927.7.990,-0.003141588,-0.2847,"chaperone protein DnaJ, putative",2538,8.039176084
2744,Tb927.8.5460,-0.003141588,-0.285554,Flagellar calcium-binding 44 kDa protein,225.5,9.186023493
2739,Tb927.8.2550,-0.003141588,-0.290969,mitochondrial DNA primase,1859,7.701429818
2734,Tb927.11.3690,-0.003141588,-0.292487,"Alpha/beta hydrolase family, putative",3337,7.161068385
2733,Tb927.10.6130,-0.003141588,-0.292507,"hypothetical protein, conserved",5957.5,8.014310481
2731,Tb927.11.5690,-0.003141588,-0.293309,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily-related, putative",5696,7.758624285
2730,Tb927.3.4910,-0.003141588,-0.294296,"signal peptide peptidase, putative",2648,6.903339635
2726,Tb927.7.3990,-0.003141588,-0.295756,mitochondrial DNA polymerase I protein C,4106,7.242118854
2723,Tb927.10.3820,-0.003141588,-0.300053,"hypothetical protein, conserved",2274,7.743321582
2722,Tb927.2.4000,-0.003141588,-0.30018,"hypothetical protein, conserved",4770,7.931178083
2721,Tb927.10.7630,-0.003141588,-0.300222,transportin2- like protein,2603,7.616958378
2717,Tb927.11.7290,-0.003141588,-0.301181,"pantothenate kinase subunit, putative",644.5,7.669344779
2715,Tb927.11.16920,-0.003141588,-0.3018,VSG exclusion protein 1,4453,7.719679246
2713,Tb927.5.1680,-0.003141588,-0.303634,"hypothetical protein, conserved",1517,7.65765809
2712,Tb927.10.10730,-0.003141588,-0.303849,RNA Interference Factor 5,867,8.865435642
2711,Tb927.7.6740,-0.003141588,-0.304474,"ATPase family associated with various cellular activities (AAA), putative",6683,6.987706476
2710,Tb927.10.2900,-0.003141588,-0.304573,"importin beta-1 subunit, putative",982.5,8.341573002
2707,Tb927.11.13640,-0.003141588,-0.305716,J-binding protein,2662,7.563196209
2705,Tb927.7.1620,-0.003141588,-0.305834,"Cleavage factor I 25 kDa subunit, putative",4359,7.211547681
2703,Tb927.10.8420,-0.003141588,-0.306165,Phosphatidylinositol 3-kinase tor1,3275.5,7.998873718
2702,Tb927.11.1980,-0.003141588,-0.306924,"zinc finger protein family member, putative",348,9.527681446
2701,Tb927.11.13980,-0.003141588,-0.307396,Outer row dynein-assembly protein 7,5355,8.043951418
2700,Tb927.11.1150,-0.003141588,-0.307791,radial spoke protein 3,1380,6.450495447
2699,Tb927.10.2530,-0.003141588,-0.308105,"adenylate kinase, putative",562,6.848367726
2692,Tb927.7.3630,-0.003141588,-0.310103,"TPR-repeat-containing chaperone protein DNAJ, putative",789,8.930169351
2691,Tb927.7.2670,-0.003141588,-0.310237,"zinc finger protein family member, putative",6065,8.75614906
2690,Tb927.9.13440,-0.003141588,-0.310767,Flagellar Member 5,1172,8.062845113
2689,Tb927.8.840,-0.003141588,-0.311148,"hypothetical protein, conserved",4903,7.931656157
2688,Tb927.11.7710,-0.003141588,-0.312163,"Gp63-1 surface protease homolog, putative",2992.5,6.621519011
2685,Tb927.5.610,-0.003141588,-0.312454,"acidic phosphatase, putative",3018,7.455758203
2683,Tb927.3.1680,-0.003141588,-0.312733,Eukaryotic translation initiation factor 3 subunit F,915,9.087319912
2682,Tb927.9.11000,-0.003141588,-0.312823,"ras-related protein RAB7, putative",843,8.558108302
2681,Tb927.11.5860,-0.003141588,-0.313083,"AGC/RSK family serine/threonine kinase, putative",5757,6.438447411
2680,Tb927.10.10010,-0.003141588,-0.313306,"mRNA turnover protein 4 homolog, putative",1692,8.876194739
2679,Tb927.10.4990,-0.003141588,-0.313454,cdc2-related kinase 3,3916,8.175743684
2678,Tb927.4.2210,-0.003141588,-0.313629,"hypothetical protein, conserved",5781,6.573892271
2676,Tb927.11.17020,-0.003141588,-0.315038,"hypothetical protein, conserved",5296,7.39054654
2674,Tb927.3.3640,-0.003141588,-0.31668,bardet-biedl syndrome 7 protein,3987,7.021644036
2672,Tb927.11.2280,-0.003141588,-0.317529,"BRO1-like domain/ALIX V-shaped domain binding to HIV, putative",2586,8.705701249
2670,Tb927.11.7680,-0.003141588,-0.317909,"hypothetical protein, conserved",7106,7.267101297
2667,Tb927.1.2190,-0.003141588,-0.318426,"Raptor N-terminal CASPase like domain containing protein, putative",1905,8.123590333
2663,Tb927.11.6600,-0.003141588,-0.31986,"conserved protein, unknown function",2426,8.40640391
2661,Tb927.10.14160,-0.003141588,-0.321551,Aquaglyceroporin 3,1032,8.907491977
2660,Tb927.3.4190,-0.003141588,-0.3217,"endosomal integral membrane protein, putative",1581,7.711326287
2657,Tb927.3.2475,-0.003141588,-0.322872,hypothetical protein,1838,5.548512256
2653,Tb927.10.4080,-0.003141588,-0.323473,"hypothetical protein, conserved",4491,8.180211922
2651,Tb927.11.15240,-0.003141588,-0.323742,"Ras-related protein RAB2B, putative",1314,8.336299596
2649,Tb927.10.4000,-0.003141588,-0.323969,"methylglutaconyl-CoA hydratase, mitochondrial precursor, putative",1948,8.550081524
2648,Tb927.4.1170,-0.003141588,-0.324062,"ankyrin, putative",2893.5,6.816956799
2647,Tb927.4.2620,-0.003141588,-0.324344,"hypothetical protein, conserved",5072,7.650103444
2646,Tb927.10.14660,-0.003141588,-0.324668,"hypothetical protein, conserved",4727,8.350403096
2645,Tb927.10.310,-0.003141588,-0.324775,pumillio/PUF RNA binding protein 3,3011,8.238623105
2644,Tb927.2.6050,-0.003141588,-0.324787,beta prime COP protein,1003,9.337898326
2643,Tb927.3.1970,-0.003141588,-0.325007,"phosphopantothenoylcysteine synthetase, putative",2889,8.376321415
2641,Tb927.10.2730,-0.003141588,-0.325146,"START domain containing protein, putative",870,7.602721786
2640,Tb927.10.2930,-0.003141588,-0.326214,"hypothetical protein, conserved",2181,6.516191504
2637,Tb927.10.6640,-0.003141588,-0.326702,transmembrane emp24 domain-containing protein,1341,7.91424793
2635,Tb927.11.14250,-0.003141588,-0.327036,"T-complex protein 1, epsilon subunit, putative",276,10.1306232
2633,Tb927.11.14970,-0.003141588,-0.327603,"hypothetical protein, conserved",1931,7.941759814
2632,Tb927.8.2780,-0.003141588,-0.327674,"RNA-binding protein RBP10, putative",2026,8.179580513
2631,Tb927.3.5100,-0.003141588,-0.327755,tfiih basal transcription factor complex helicase xpb subunit,4031,8.455271326
2630,Tb927.10.13250,-0.003141588,-0.327766,"hypothetical protein, conserved",2887,8.797281394
2629,Tb927.9.7690,-0.003141588,-0.327799,SUMO-interacting motif-containing protein,2657,8.976391251
2627,Tb927.10.4220,-0.003141588,-0.328167,"hypothetical protein, conserved",3955,7.416840137
2626,Tb927.9.2120,-0.003141588,-0.32829,"hypothetical protein, conserved",3572,7.937211872
2625,Tb927.8.580,-0.003141588,-0.328589,"hypothetical protein, conserved",4505,7.726719061
2623,Tb927.11.6370,-0.003141588,-0.328938,"leucine-rich repeat protein (LRRP), putative",832,7.010002974
2621,Tb927.6.4440,-0.003141588,-0.329064,RNA-binding protein 42 (RNA-binding motif protein 42),716,9.730927554
2620,Tb927.5.3620,-0.003141588,-0.329476,"kinetoplastid-specific dual specificity phosphatase, putative",4635,7.569818512
2617,Tb927.11.6870,-0.003141588,-0.329917,14-3-3 protein 2,195,9.609690434
2616,Tb927.9.10490,-0.003141588,-0.330123,Component of motile flagella 56,2855,6.858230316
2615,Tb927.5.2290,-0.003141588,-0.33072,"ATP-dependent RNA helicase, putative",1539,8.393241677
2611,Tb927.9.2730,-0.003141588,-0.33191,"hypothetical protein, conserved",5239,7.4378615
2605,Tb927.8.1740,-0.003141588,-0.333528,Mitochondrial import inner membrane translocase subunit TIM62,1707,8.960922437
2602,Tb927.10.13630,-0.003141588,-0.333797,"glucosidase, putative",627,7.186589091
2601,Tb927.8.890,-0.003141588,-0.334014,Ras-related protein Rab1A,326,9.437496886
2600,Tb927.11.13770,-0.003141588,-0.334116,"LEM3 (ligand-effect modulator 3) family / CDC50 family, putative",4027,7.078529315
2599,Tb927.4.5180,-0.003141588,-0.334219,tousled-like kinase I,3657,7.24012473
2595,Tb927.10.190,-0.003141588,-0.335294,"40S ribosomal protein S6, putative",248,10.32271535
2592,Tb927.10.9570,-0.003141588,-0.336254,"paraflagellar rod component, putative",188,9.301225384
2589,Tb927.1.1380,-0.003141588,-0.336829,"serine/threonine protein phosphatase 2A regulatory subunit, putative",1407.5,7.582779018
2588,Tb927.8.7020,-0.003141588,-0.337481,"peptidase, putative",1144,8.233148468
2587,Tb927.1.1710,-0.003141588,-0.337585,"transmembrane protein, conserved",2250,7.587441552
2585,Tb927.3.5660,-0.003141588,-0.33796,"UDP-GlcNAc:alpha3-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I",1553,7.469159027
2584,Tb927.7.3330,-0.003141588,-0.338162,Flagellar attachment zone protein 10,412,9.519618012
2583,Tb927.8.2880,-0.003141588,-0.338761,"hypothetical protein, conserved",3680,6.898659374
2582,Tb927.5.3080,-0.003141588,-0.340081,"hypothetical protein, conserved",6843,7.478191195
2580,Tb927.10.5850,-0.003141588,-0.340402,"N-terminal region of Chorein, a TM vesicle-mediated sorter, putative",5319,7.129818744
2579,Tb927.9.12090,-0.003141588,-0.340699,"Putative death-receptor fusion protein (DUF2428), putative",4811,7.335176973
2576,Tb927.3.2750,-0.003141588,-0.341409,"hypothetical protein, conserved",4124,7.930770796
2575,Tb927.6.850,-0.003141588,-0.342177,ccr4-not transcription complex subunit 2,1137.5,9.603404222
2574,Tb927.11.8030,-0.003141588,-0.342335,"hypothetical protein, conserved",1604,7.560157797
2573,Tb927.6.2200,-0.003141588,-0.342816,"DJ-1 family protein, putative",655,8.557988148
2571,Tb927.4.2080,-0.003141588,-0.343182,Coiled-coil and C2 domain-containing protein,255,8.280828678
2568,Tb927.11.1020,-0.003141588,-0.344589,"ribokinase, putative",591,8.717920026
2567,Tb927.7.3550,-0.003141588,-0.345997,"cytoskeleton associated protein, putative",141,7.812278154
2566,Tb927.11.10190,-0.003141588,-0.346052,telomerase reverse transcriptase,7125,6.860900727
2561,Tb927.9.10470,-0.003141588,-0.347093,"hypothetical protein, conserved",3654,7.05196245
2560,Tb927.4.600,-0.003141588,-0.347171,"Alpha/beta hydrolase family, putative",2009,9.131971345
2558,Tb927.10.5810,-0.003141588,-0.348529,"The ARF-like 2 binding protein BART, putative",137,8.553555363
2557,Tb927.1.2600,-0.003141588,-0.348972,pumilio/PUF RNA binding protein 9,3181,7.858525167
2556,Tb927.9.9660,-0.003141588,-0.349075,Mitochondrial import receptor subunit ATOM40,1506,8.44981768
2555,Tb927.7.2360,-0.003141588,-0.349315,"N-acetyltransferase, putative",2469,7.205150209
2547,Tb927.5.4420,-0.003141588,-0.351738,"nucleolar RNA helicase II, putative",769.5,9.288919606
2544,Tb927.10.15870,-0.003141588,-0.352429,"RNA binding protein, putative",4030,7.877826138
2542,Tb927.3.5420,-0.003141588,-0.35275,protein transport protein Sec24,1904,9.494863919
2541,Tb927.10.2490,-0.003141588,-0.352834,glucose-6-phosphate 1-dehydrogenase,1065,7.273603077
2539,Tb927.2.100,-0.003141588,-0.353256,"retrotransposon hot spot protein 1 (RHS1), putative",418,9.509014242
2536,Tb927.9.14240,-0.003141588,-0.353898,Nucleoporin NUP82,1744.5,8.529571503
2535,Tb927.5.360,-0.003141588,-0.355666,75 kDa invariant surface glycoprotein,764.5,8.452031904
2534,Tb927.9.2590,-0.003141588,-0.355966,"hypothetical protein, conserved",1601,7.825607847
2533,Tb927.7.4460,-0.003141588,-0.356318,"von Willebrand factor type A domain containing protein, putative",1225,8.049644353
2523,Tb927.1.3200,-0.003141588,-0.358383,"Suppressor of G2 allele of SKP1, putative",990,7.685867084
2522,Tb927.9.8610,-0.003141588,-0.35857,"Transcriptional repressor TCF25, putative",4624,7.538950562
2520,Tb927.4.620,-0.003141588,-0.358739,"hypothetical protein, conserved",2383,7.309608878
2519,Tb927.11.15140,-0.003141588,-0.359016,"bilobe region protein, putative",701,7.681747619
2516,Tb927.10.12960,-0.003141588,-0.35939,Ras-related protein Rab5A,841,9.138586871
2515,Tb927.11.12530,-0.003141588,-0.359506,Flagellum attachment zone protein 3,552,8.907733737
2514,Tb927.3.2020,-0.003141588,-0.359826,"kinesin, putative",5464,7.26401458
2512,Tb927.3.3220,-0.003141588,-0.360178,"RNA polymerase-associated protein CTR9, putative",2076,8.757563033
2511,Tb927.11.11370,-0.003141588,-0.360197,receptor for activated C kinase 1,127.5,10.20752666
2507,Tb927.10.14180,-0.003141588,-0.36175,protein transport protein SEC13,893,8.624436805
2499,Tb927.10.16150,-0.003141588,-0.364373,"ATP-dependent zinc metallopeptidase, putative",2624.5,7.221674997
2497,Tb927.11.9590,-0.003141588,-0.365847,"S-adenosylhomocysteine hydrolase, putative",112,9.929485342
2496,Tb927.3.1880,-0.003141588,-0.366064,"hypothetical protein, conserved",5911,7.465903098
2495,Tb927.6.3630,-0.003141588,-0.366244,"sphingosine 1-phosphate lyase, putative",1630,9.075765878
2494,Tb927.10.3510,-0.003141588,-0.366928,"tRNA pseudouridine synthase D (TruD), putative",3712,8.580594284
2493,Tb927.4.1610,-0.003141588,-0.367278,Tripartite attachment complex 40,2492,8.975482358
2492,Tb927.8.2380,-0.003141588,-0.367336,"ABC transporter, putative",1830,7.567285218
2490,Tb927.10.11720,-0.003141588,-0.367568,"CW-type Zinc Finger, putative",3165,8.397053143
2489,Tb927.11.5780,-0.003141588,-0.367712,"DNA-directed RNA polymerase, mitochondrial",3573,8.310757018
2484,Tb927.3.2600,-0.003141588,-0.368799,"ATP-dependent DEAD/H RNA helicase, putative",315,9.639904645
2483,Tb927.8.990,-0.003141588,-0.369063,RNA-binding protein 33 (RNA-binding motif protein 33),1844,7.502877569
2479,Tb927.7.3370,-0.003141588,-0.37043,"Intraflagellar transport protein 74, putative",539,9.251711205
2478,Tb927.4.3850,-0.003141588,-0.371651,"NLE (NUC135) domain/WD domain, G-beta repeat, putative",2153,8.333306181
2476,Tb927.4.4360,-0.003141588,-0.371665,"monoglyceride lipase, putative",1850,7.786332538
2475,Tb927.7.2310,-0.003141588,-0.37168,"DNA primase small subunit, putative",3636,7.831805809
2474,Tb927.9.8880,-0.003141588,-0.37176,actin B,164.5,10.83121688
2472,Tb927.7.2410,-0.003141588,-0.371922,"Dynamin family, putative",3367,7.527436552
2470,Tb927.10.11760,-0.003141588,-0.373134,pumilio/PUF RNA binding protein 6,962,9.709219064
2469,Tb927.9.7480,-0.003141588,-0.373261,"hypothetical protein, conserved",5779,6.325782398
2468,Tb927.6.1290,-0.003141588,-0.373449,"hypothetical protein, conserved",2017,8.05979054
2467,Tb927.2.5800,-0.003141588,-0.373625,"sedoheptulose-1,7-bisphosphatase",1047,8.801300784
2466,Tb927.10.8080,-0.003141588,-0.37368,"Uncharacterized conserved protein (DUF2042), putative",1644,8.208091845
2465,Tb927.9.13970,-0.003141588,-0.373906,"hypothetical protein, conserved",2197,8.497358199
2464,Tb927.4.3380,-0.003141588,-0.374135,"myosin IB heavy chain, putative",2317,8.0040633
2462,Tb927.7.4890,-0.003141588,-0.374312,Present in the outer mitochondrial membrane proteome 34,5180.5,7.35011228
2455,Tb927.10.8240,-0.003141588,-0.376303,"hypothetical protein, conserved",1307,9.092404807
2447,Tb927.5.560,-0.003141588,-0.379261,"hypothetical protein, conserved",6299,7.622131095
2446,Tb927.10.7850,-0.003141588,-0.379394,"protein-L-isoaspartate, putative",4549,7.008472419
2443,Tb927.2.2650,-0.003141588,-0.379717,"hypothetical protein, conserved",5359,4.634799597
2441,Tb927.1.180,-0.003141588,-0.380185,"retrotransposon hot spot protein 1 (RHS1), putative",4130,9.010299957
2440,Tb927.9.5240,-0.003141588,-0.380476,"mismatch repair protein MSH3, putative",4065,6.898648406
2437,Tb927.11.6430,-0.003141588,-0.381117,"hypothetical protein, conserved",1727,8.912195477
2436,Tb927.1.1730,-0.003141588,-0.381534,"Polyadenylation mediator complex protein PAMC1, putative",2623,7.595705603
2434,Tb927.11.2860,-0.003141588,-0.381707,"hypothetical protein, conserved",2027,7.976184852
2431,Tb927.4.1700,-0.003141588,-0.38241,"CK1/TTBK protein kinase, putative",6064,7.426169547
2425,Tb927.11.14460,-0.003141588,-0.384295,"ADP-ribosylation factor GTPase activating protein 1, putative",1531,7.171872656
2423,Tb927.11.12950,-0.003141588,-0.384468,"ras-like small GTPase, putative",5143,8.728702701
2422,Tb927.11.5850,-0.003141588,-0.384746,"RNA-binding protein 38, putative",2159,7.13684735
2421,Tb927.2.3780,-0.003141588,-0.384838,"translation initiation factor IF-2, putative",1066,8.118033129
2419,Tb927.11.11460,-0.003141588,-0.385434,Mitochondrial import receptor subunit ATOM69,1002,8.541616682
2417,Tb927.8.7760,-0.003141588,-0.386138,"hypothetical protein, conserved",4446,8.053539396
2415,Tb927.3.4620,-0.002951834,-0.388786,"AAA domain containing protein, putative",3643,8.281374302
2414,Tb927.2.3930,-0.002951834,-0.389023,dna replication licensing factor mcm3,5112.5,7.255296632
2413,Tb927.11.3860,-0.002951834,-0.389862,"hypothetical protein, conserved",3983,7.115710338
2410,Tb927.11.8270,-0.002951834,-0.390842,"hypothetical protein, conserved",2078,8.219165222
2409,Tb927.5.3510,-0.002951834,-0.39133,"structural maintenance of chromosome 3 , putative",1387,8.159176032
2408,Tb927.4.1740,-0.002951834,-0.391432,Component of motile flagella 41,1557,6.236058367
2405,Tb927.2.2370,-0.002951834,-0.392681,"Vps51/Vps67, putative",2955,8.745870789
2403,Tb927.6.4650,-0.002951834,-0.39387,"UV excision repair RAD23 protein, putative",1253,8.170203023
2401,Tb927.8.2370,-0.002951834,-0.394117,dicer-like protein,6198,7.537365682
2400,Tb927.8.2640,-0.002951834,-0.394809,"ubiquitin-activating enzyme E1, putative",535,7.984153614
2395,Tb927.10.11930,-0.002951834,-0.397049,beta-D-hydroxybutyrate dehydrogenase,1046,8.873105436
2394,Tb927.8.3250,-0.002951834,-0.397071,"dynein heavy chain, putative",568,7.781532787
2387,Tb927.9.12730,-0.002951834,-0.399341,"chaperone protein DnaJ, putative",1388,8.734071396
2379,Tb927.9.10710,-0.002951834,-0.401674,hsp70 subfamily B suppressor 1,4102,6.771565435
2378,Tb927.10.9440,-0.002951834,-0.401958,NADH dehydrogenase,1333,8.338336947
2376,Tb927.7.6350,-0.002951834,-0.40277,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",4072,8.068185862
2375,Tb927.6.4480,-0.002951834,-0.403289,"valyl-tRNA synthetase, putative",497,9.466185257
2373,Tb927.5.3810,-0.002951834,-0.403679,"orotidine-5-phosphate decarboxylase/orotate phosphoribosyltransferase, putative",607,9.303304077
2372,Tb927.11.10800,-0.002951834,-0.403682,"Domain of unknown function (DUF4496), putative",1879,6.034788831
2371,Tb927.7.2080,-0.002951834,-0.404087,cap guanylyltransferase-methyltransferase 1,3747,6.721604544
2369,Tb927.2.3880,-0.002951834,-0.404289,heterogeneous nuclear ribonucleoproteins F/H homologue,920,9.561280314
2368,Tb927.11.2360,-0.002951834,-0.404453,"phenylalanyl-tRNA synthetase (beta subunit), putative",676,9.15136985
2365,Tb927.11.14330,-0.002951834,-0.404898,"HECT-domain (ubiquitin-transferase), putative",1421,8.447932866
2364,Tb927.11.13920,-0.002951834,-0.405736,"kinesin-II 85 Kd subunit, putative",953,9.35761091
2362,Tb927.11.12410,-0.002951834,-0.405899,kinetoplastid kinetochore protein 10,1635,8.150234359
2360,Tb927.11.10420,-0.002951834,-0.40722,"DNA-directed RNA polymerase I subunit, putative",3460,7.187548921
2358,Tb927.8.4950,-0.002951834,-0.409583,Kinesin Localized to the Ingressing Furrow,4768,9.763637602
2355,Tb927.4.630,-0.002951834,-0.409966,conserved protein,3629,7.997853633
2354,Tb927.8.2800,-0.002951834,-0.410237,"hypothetical protein, conserved",3733,7.039572737
2351,Tb927.1.3830,-0.002951834,-0.411594,"glucose-6-phosphate isomerase, glycosomal",198,9.53878731
2348,Tb927.8.5090,-0.002951834,-0.411986,DNA-directed RNA polymerase I largest subunit,1641.5,8.247629621
2347,Tb927.4.2390,-0.002951834,-0.412157,"ATP-dependent RNA helicase, putative",5095,7.307346255
2345,Tb927.10.6050,-0.002951834,-0.412417,clathrin heavy chain,65,10.32723629
2341,Tb927.2.2520,-0.002951834,-0.413513,Mitochondrial outer membrane protein porin 2,503.5,9.628092487
2333,Tb927.4.1940,-0.002951834,-0.417699,"WD domain, G-beta repeat, putative",3698,8.264345507
2330,Tb927.4.2530,-0.002951834,-0.41908,"hypothetical protein, conserved",649,8.470777883
2329,Tb927.11.12600,-0.002951834,-0.419575,"ATP-dependent DNA helicase, putative",3283,8.281987312
2328,Tb927.11.13320,-0.002951834,-0.419673,"hypothetical protein, conserved",2227,8.87268643
2327,Tb927.4.2380,-0.002951834,-0.420394,"sarcoplasmic reticulum glycoprotein, putative",2467,8.334312985
2326,Tb927.3.4030,-0.002951834,-0.42072,"hypothetical protein, conserved",2679,8.435541783
2325,Tb927.2.2260,-0.002951834,-0.420876,"phosphatidylinositol kinase related protein, putative",4111,7.885728632
2323,Tb927.1.1890,-0.002951834,-0.421712,Replication Factor C Subunit 1-related protein,5780,8.534609852
2322,Tb927.4.2450,-0.002951834,-0.422126,protein disulfide isomerase 1,271,8.410726633
2320,Tb927.10.14730,-0.002951834,-0.422345,"chaperone protein DnaJ, putative",2294,9.823389449
2319,Tb927.3.3000,-0.002951834,-0.422851,Putative intraflagellar transport protein C3,748,8.925837878
2318,Tb927.10.520,-0.002951834,-0.423028,"Mitochondrial ATP synthase subunit, putative",1975,7.781647685
2316,Tb927.8.710,-0.002951834,-0.423817,"RNA-binding protein, putative",3122,8.306960863
2315,Tb927.11.3340,-0.002951834,-0.424409,"RNA-binding protein 34, putative",3125,7.723759326
2313,Tb927.7.2200,-0.002951834,-0.424657,mitochondrial import inner membrane translocase subunit tim9,3090,7.745652425
2311,Tb927.5.760,-0.002951834,-0.425408,"Cell cycle sequence binding phosphoprotein, putative",2269,8.876223616
2310,Tb927.10.1210,-0.002951834,-0.425487,"katanin, putative",1649.5,9.040720984
2309,Tb927.10.7930,-0.002951834,-0.425656,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",185,6.749728588
2308,Tb927.10.540,-0.002951834,-0.42591,"ATP-dependent RNA helicase SUB2, putative",308.5,9.210372034
2306,Tb927.8.800,-0.002951834,-0.426386,"Domain of unknown function (DUF3437), putative",3032,7.234795588
2305,Tb927.10.14550,-0.002951834,-0.427294,ATP-dependent RNA helicase HEL67,549,9.164947373
2304,Tb927.6.3570,-0.002951834,-0.427364,"tubulin-tyrosine ligase-like protein, conserved",6778,7.8301137
2302,Tb927.11.1160,-0.002951834,-0.427553,"Region in Clathrin and VPS, putative",3261,7.847319658
2300,Tb927.9.5460,-0.002951834,-0.42779,Eukaryotic translation initiation factor 4 gamma 2,1754,8.908334866
2298,Tb927.10.3500,-0.002951834,-0.428726,splicing factor u2af 65 kda subunit,1651,7.132483825
2295,Tb11.v5.0555,-0.002951834,-0.429761,"hypothetical protein, conserved",4647.5,7.533810175
2292,Tb927.11.11510,-0.002951834,-0.43032,hd phosphohydrolase family protein,5509,6.187520721
2291,Tb927.7.920,-0.002951834,-0.430322,Inner arm dynein 5-1,735.5,7.224429462
2288,Tb927.1.90,-0.002774943,-0.432263,"retrotransposon hot spot protein (RHS, pseudogene), putative",2382,8.536267974
2287,Tb927.7.4750,-0.002774943,-0.432712,"hypothetical protein, conserved",3536.5,7.674236336
2286,Tb927.11.14120,-0.002774943,-0.433467,"phenylalanyl-tRNA synthetase alpha chain, putative",884,9.748071683
2282,Tb927.8.5280,-0.002774943,-0.436124,mitochondrial ribosomal protein s34,4324,7.935592907
2278,Tb927.11.14680,-0.002774943,-0.437063,"phosphatidylinositol 3-related kinase, putative",3648,7.784281993
2277,Tb927.10.1070,-0.002774943,-0.437301,cdc2-related kinase 1,1693,8.971975909
2276,Tb927.11.17000,-0.002774943,-0.438795,AIR9-like protein,130.5,8.937382467
2275,Tb927.5.2380,-0.002774943,-0.439306,"hydrolase, alpha/beta fold family, putative",2491,9.50034627
2274,Tb927.9.10310,-0.002774943,-0.43931,mitochondrial carrier protein 11,635,9.107583031
2273,Tb927.8.1170,-0.002774943,-0.439563,eukaryotic translation initiation factor 3 subunit h,834,9.312727284
2272,Tb927.11.2420,-0.002774943,-0.439664,"Tubulin-tyrosine ligase family, putative",3065.5,7.408765551
2266,Tb927.3.1270,-0.002774943,-0.442457,"PRP38 family, putative",4983,7.372856793
2265,Tb927.9.5380,-0.002774943,-0.442517,"Rab-GTPase-TBC domain containing protein, putative",3384,7.344038406
2264,Tb927.3.1490,-0.002774943,-0.442703,"leucine-rich repeat protein (LRRP), putative",7125,5.885208512
2263,Tb927.9.12110,-0.002774943,-0.443018,"6-phosphogluconate dehydrogenase, decarboxylating",486,9.604733514
